,Decade,Year,Country,Area,Location,Injury,Fatal (Y/N)
1657,2000,2004.0,AUSTRALIA,Western Australia,"Lefthanders Beach, Margaret River","FATAL, abdomen, pelvis & leg bitten      ",Y
1658,2000,2004.0,EGYPT,Sinai Peninsula,The lagoon at Dahab,Hand severed,N
1659,2000,2004.0,USA,Alabama,"Gulf Shores Beach, Baldwin County",Right foot lacerated,N
1660,2000,2004.0,USA,California,"San Onofre State Beach, San Diego County","No injury, shark struck his board",N
1662,2000,2004.0,USA,Florida,"Disney / Vero Beach, Indian River County",Foot bitten,N
1663,2000,2004.0,AUSTRALIA,Western Australia,Bunbury,Ankle & foot lacerated,N
1664,2000,2004.0,USA,Florida,"Daytona Beach Shores, Volusia County",Right wrist  & left arm lacerated,N
1665,2000,2004.0,SOUTH AFRICA,Western Cape Province,Dyer Island,"FATAL, leg severed ",Y
1666,2000,2004.0,USA,Texas,"Pirate's Beach, Galveston Island",Puncture wounds on shin,N
1667,2000,2004.0,BRAZIL,Pernambuco,Piedade Beach,"Left hand, foot severed &  left calf & arm bitten",N
1668,2000,2004.0,USA,California,"Salmon Creek, Sonoma County",No injury,N
1669,2000,2004.0,USA,Florida,"St. Augustine, St. John's County",Calf & foot lacerated,N
1671,2000,2004.0,USA,Florida,"Jacksonville Beach, Duval County",Foot bitten,N
1672,2000,2004.0,BRAZIL,Pernambuco,"Piedade Beach, Recife",Hips & thighs bitten,N
1673,2000,2004.0,BAHAMAS,Abaco Islands,Green Turtle Cay,Left forearm bitten PROVOKED INCIDENT,N
1674,2000,2004.0,USA,Texas,Channel between South Padre Island & Padre Island National Seashore,"No injury, board bitten",N
1675,2000,2004.0,BRAZIL,Pernambuco,Piedade ,FATAL,Y
1676,2000,2004.0,AUSTRALIA,New South Wales,"Latitude Reef, near Forster",Puncture wounds on wrist,N
1677,2000,2004.0,NEW ZEALAND,North Island,Motunui,"No injury to occupants, boat scratched by shark",N
1680,2000,2004.0,USA,Hawaii,"Kahana Beach, Maui",FATAL Severe wound to right thigh & calf,Y
1681,2000,2004.0,SOUTH AFRICA,Western Cape Province,"Surfers' Corner, Muizenberg, False Bay","Left leg lacerated, right leg severed above the knee ",N
1683,2000,2004.0,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Right foot bitten,N
1684,2000,2004.0,USA,Florida,"Stuart Rocks, Martin County",15 puncture wounds on foot,N
1685,2000,2004.0,BRAZIL,Pernambuco,Piedade Beach,"Lower left leg bitten, surgically amputated",N
1686,2000,2004.0,USA,Florida,"Pelican Beach Park, Satellite Beach, Brevard County",Heel bitten,N
1687,2000,2004.0,REUNION,Saint-Benoît,Spot de la gare,Right thigh bitten,N
1688,2000,2004.0,USA,Florida,"Sanibel Island, Lee County",Minor lacerations & abrasions on forearm,N
1689,2000,2004.0,USA,Hawaii,Punaluu,Lacerations to left foot,N
1690,2000,2004.0,NEW ZEALAND,North Island,Te Arai Point,No injury,N
1691,2000,2004.0,USA,Hawaii,"Kalihiwai Beach, Kauai","No injury, board bitten",N
1692,2000,2004.0,AUSTRALIA,Western Australia,5 nm off Cervantes,Shin & calf bitten,N
1693,2000,2004.0,BRAZIL,Pernambuco,"Piedade Beach, Recife","FATAL, right thigh & hip bitten   ",Y
1694,2000,2004.0,NEW ZEALAND,"South Island, near Karitane north of Dunedin",South Beach,Thigh lacerated,N
1695,2000,2004.0,AUSTRALIA,New South Wales,"Taree, Old Bar Beach",Three toes lacerated,N
1697,2000,2004.0,EGYPT,,"Coral Bay, Sharm-el-Sheikh",FATAL,Y
1698,2000,2004.0,AUSTRALIA,New South Wales,Caves Beach,Leg bitten,N
1699,2000,2004.0,AUSTRALIA,Western Australia,Binningup,Left leg bitten,N
1704,2000,2004.0,SOUTH AFRICA,KwaZulu-Natal,Ballito,"No injury to occupants, stern of ski bitten",N
1705,2000,2004.0,AUSTRALIA,New South Wales,Bushrangers Pass at Bass Point,"No injury, swim fin ripped off",N
1706,2000,2004.0,SOUTH AFRICA,Eastern Cape Province,"West Beach, Port Alfred",Foot lacerated,N
1708,2000,2004.0,EGYPT,Sinai Peninsula,Off Sharm El-Sheikh,"No survivors, sharks scavenged on remains",Y
1709,2000,2004.0,AUSTRALIA,Western Australia,Redgate Beach,No inury,N
1710,2000,2003.0,SOUTH AFRICA,KwaZulu-Natal,Salt Rock ,No injury to occupants,N
1712,2000,2003.0,USA,Florida,"Melbourne Beach, Brevard County",Foot bitten,N
1713,2000,2003.0,NEW ZEALAND,Cook Islands,Pukapuka Northern Group,FATAL,Y
1714,2000,2003.0,AUSTRALIA,Victoria,Collendina Beach east of Ocean Grove,"No inury, shark caught leash attached to surfer's ankle & towed him a short distance",N
1715,2000,2003.0,AUSTRALIA,Western Australia,Perth? (Margaret River District),"After biting Halverson, it bit Scott's thigh",N
1716,2000,2003.0,AUSTRALIA,Western Australia,Perth? (Margaret River District),Hand & foot bitten,N
1717,2000,2003.0,SOUTH AFRICA,KwaZulu-Natal,Sodwana,"Presumed FATAL, severed hand recovered",Y
1718,2000,2003.0,USA,Florida,"Daytona Beach, Volusia County",Severe abrasion to left lateral calf,N
1719,2000,2003.0,INDIA,Tamil Nadu,"Mahabalipuram beach, 37 km south of Chennai",Left index finger lacerated,N
1720,2000,2003.0,USA,Florida,"South Jetty, New Smyrna Beach, Volusia County",Lacerations to hand,N
1721,2000,2003.0,EGYPT,Sinai Peninsula,"Shaab Mahmud, Ras Mohamed Park",Hand/elbow injured,N
1722,2000,2003.0,SOUTH AFRICA,KwaZulu-Natal,Karridene,"No injury to occupants, hull of ski bitten",N
1723,2000,2003.0,AUSTRALIA,New South Wales,"Seal Rocks, north of Newcastle",Minor lacerations to leg & foot,N
1724,2000,2003.0,PANAMA,Pearl Islands,,Left forearm bitten PROVOKED INCIDENT,N
1725,2000,2003.0,USA,Florida,"Ponte Vedra Beach, St. Johns County",Left foot (sole) bitten,N
1726,2000,2003.0,AUSTRALIA,New South Wales,"Lighthouse Beach, Seal Rocks",Left ankle & foot lacerated,N
1727,2000,2003.0,USA,Hawaii,"Tunnels surf break off Makua Beach, Kaua'i",Left arm severed below shoulder,N
1728,2000,2003.0,USA,Florida,"New Smyrna Beach, Volusia County",Laceration on right ankle & heel,N
1730,2000,2003.0,USA,Florida,Near Patrick Air Force Base Brevard County,Foot bitten,N
1731,2000,2003.0,USA,Florida,Palm Beach?,"Fatal, drowning or scavenging.  Two hours later his body, with bite marks,  washed ashore.",Y
1732,2000,2003.0,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Minor puncture wounds in hand,N
1733,2000,2003.0,USA,Florida,"Stuart Park Beach, Martin County",5 to 6 lacerations on right foot & ankle,N
1734,2000,2003.0,USA,Florida,"South Jetty, New Smyrna Beach, Volusia County",Left ankle bitten when he stepped on the shark PROVOKED INCIDENT,N
1735,2000,2003.0,USA,Florida,"Crawford Road beach approach at New Smyrna Beach, Volusia County",Left foot bitten,N
1736,2000,2003.0,USA,Hawaii,"Cove Beach / Kalama Beach, Kihei, Maui","Left thigh abraded, right knee and right index finger injured",N
1737,2000,2003.0,FIJI,Taveuni,Welagi coastal reef off Drekeniwai,FATAL abdomen bitten,Y
1738,2000,2003.0,USA,Florida,"North Hutchinson Island, St. Lucie Couny",Arm lacerated,N
1739,2000,2003.0,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Left foot bitten,N
1740,2000,2003.0,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Left heel lacerated,N
1741,2000,2003.0,USA,Florida,"New Smyrna Beach, Volusia County",3 puncture wounds on left foot,N
1742,2000,2003.0,USA,Florida,"New Smyrna Beach, Volusia County",Left foot: lacerations on heel and sole,N
1743,2000,2003.0,SOUTH AFRICA,Western Cape Province,Melkbosstrand,"No injury to occupants, shark bit boat",N
1745,2000,2003.0,USA,Florida,"Daytona Beach, Volusia County ",Left calf avulsion,N
1746,2000,2003.0,USA,South Carolina,"Isle of Palms, Charleston County",Ankle lacerated,N
1747,2000,2003.0,SOUTH AFRICA,Western Cape Province,Near the wreck of the Kakapo off Noordhoek Beach,"FATAL, left thigh, buttocks, back of spine, abdomen & chest bitten  ",Y
1748,2000,2003.0,USA,Florida,"Boca Grande, Lee County",2 lacerations on each side of Achilles tendon,N
1749,2000,2003.0,USA,Texas,1.5 miles off Surfside ,PROVOKED INCIDENT Hooked shark pulled onboard bit his arm  ,N
1750,2000,2003.0,USA,California,"Avila Beach, San Luis Obispo County","FATAL          Hip & upper thigh bitten, femoral artery severed ",Y
1752,2000,2003.0,SOUTH AFRICA,Eastern Cape Province,Jeffreys Bay,"No injury, wetsuit torn & board bitten",N
1753,2000,2003.0,AUSTRALIA,Northern Territory,Nhulunbuy,"No injury, flung into water when shark bit rudder of ski",N
1754,2000,2003.0,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Laceration to little finger of  right hand,N
1755,2000,2003.0,USA,Florida,"Daytona Beach, Volusia County",Heel & sole of left foot,N
1756,2000,2003.0,BAHAMAS,Abaco Islands,Bakers Bay,Right thigh bitten,N
1757,2000,2003.0,USA,Florida,"Near New Smyrna Jetty, Volusia County",3 puncture wounds on right lateral ankle PROVOKED INCIDENT,N
1758,2000,2003.0,USA,Florida,"Canova Beach, Brevard County",Left foot bitten,N
1759,2000,2003.0,BAHAMAS,Abaco Islands,10 miles west of Walkers Cay,Left calf bitten,N
1760,2000,2003.0,USA,Florida,"Fort Lauderdale, Broward County",Laceration to toe,N
1761,2000,2003.0,FRENCH POLYNESIA,Society Islands,Moorea,Leg bitten,N
1762,2000,2003.0,NEW ZEALAND,Cook Islands,Beveridge Reef,Chest & buttocks  bitten,N
1763,2000,2003.0,USA,Florida,"New Smyrna Beach, Volusia County",Right foot & toes lacerated,N
1764,2000,2003.0,USA,Florida,St Augustine Beach. St. Johns County,Ankle lacerated,N
1765,2000,2003.0,BRAZIL,Pernambuco,"Piedade, Recife",FATAL,Y
1766,2000,2003.0,USA,Florida,"Cocoa Beach, Brevard County",2 lacerations to the thigh,N
1767,2000,2003.0,USA,Hawaii,"Makua Beach, Oahu",Right foot bitten,N
1768,2000,2003.0,USA,Johnston Atoll,,Left leg bitten,N
1769,2000,2003.0,USA,North Carolina,"Masonboro Island, New Hanover County",Hand bitten ,N
1770,2000,2003.0,USA,Florida,"Ponce Inlet, Volusia County",6 puncture wounds to left ankle,N
1772,2000,2003.0,USA,Florida,"Coral Cove Park, Jupiter Inlet, Palm Beach County",Left foot lacerated,N
1773,2000,2003.0,USA,Florida,"Ponce de Leon Inlet, Volusia County ",Left foot bitten,N
1774,2000,2003.0,USA,Hawaii,Between Magic Sands Beach and Kahaluu Beach on the Kona coast,Right calf & heel bitten,N
1775,2000,2003.0,USA,Florida,"New Smyrna Beach, Volusia County",Multiple bites to foot after jumping off surfboard onto shark PROVOKED INCIDENT,N
1776,2000,2003.0,USA,Florida,"Daytona Beach Shores, Volusia County",Laceration to right lower leg,N
1777,2000,2003.0,PHILIPPINES,Baatan,Limay,Arm severed,N
1778,2000,2003.0,BRAZIL,Rio de Janeiro,"Copacabana Beach, Rio de Janiero",Shallow  lacerations to left  thigh PROVOKED INCIDENT,N
1779,2000,2003.0,BRAZIL,Rio de Janeiro,"Copacabana Beach, Rio de Janiero",Bitten on finger,N
1780,2000,2003.0,BRAZIL,Pernambuco,"Pau Amarelo Beach, Paulista District (17 km from Recife)","Hand & foot lacerated,  lower left leg severely bitten, necessitating surgical amputation",N
1781,2000,2003.0,BRAZIL,Rio de Janeiro,"Copacabana Beach, Rio de Janiero",Right hand lacerated,N
1782,2000,2003.0,USA,Florida,"Melbourne Beach, Brevard County ",Right leg bitten,N
1783,2000,2003.0,USA,Florida,"Shepard Park, Cocoa Beach, Brevard County ",Survived,N
1784,2000,2003.0,USA,Florida,"Playalinda Beach, Brevard County",Left foot bitten,N
1785,2000,2003.0,USA,Florida,"Sunglow Pier, Daytona Beach Shores, Volusia County",Small lacerations to foot,N
1786,2000,2003.0,USA,Florida,"New Smyrna Beach, Volusia County",Left ankle bitten or right foot,N
1787,2000,2003.0,USA,Florida,"New Smyrna Beach, Volusia County  ",Left foot bitten,N
1788,2000,2003.0,USA,Florida,"North Beach, Patrick AFB, Brevard County",2 lacerations on left thigh,N
1789,2000,2003.0,USA,Florida,"Cocoa Beach, Brevard County",Left calf lacerated,N
1791,2000,2003.0,USA,Florida,"Melbourne Beach, Brevard County",Arm lacerated,N
1792,2000,2003.0,USA,Florida,"New Smyrna Beach, Volusia County",Left hand and wrist bitten,N
1793,2000,2003.0,USA,Florida,"Petting Tank, Florida Aquarium, Tampa, Hillsborough County",Hand nipped PROVOKED INCIDENT,N
1794,2000,2003.0,NEW ZEALAND,Southland,East side of Bench Island in the Foveaux Strait,Arm lacerated (shark made 3 strikes),N
1795,2000,2003.0,AUSTRALIA,South Australia,"Goolwa Beach, Fleurieu Peninsula",Ankle lacerated,N
1796,2000,2003.0,USA,Florida,"Jupiter, Palm Beach County",Left hand bitten,N
1797,2000,2003.0,AUSTRALIA,New South Wales,"Coogee Bay, near Sydney","Puncture wounds on heel, legs and buttocks",N
1798,2000,2003.0,AUSTRALIA,Queensland,Burleigh Lake on the Gold Coast,FATAL,Y
1800,2000,2003.0,COSTA RICA,North Pacific coast,Playa Tamarindo ,Lower right leg lacerated,N
1801,2000,2003.0,AUSTRALIA,Western Australia,Left break at the Hot Spot at Sheringa Beach,"No injury, but her surfboard was bitten",N
1802,2000,2002.0,AUSTRALIA,Queensland,Great Barrier Reef  (near Upolu Bay),Left arm lacerated,N
1803,2000,2002.0,SOUTH AFRICA,Western Cape Province,Scarborough,Forearms lacerated,N
1804,2000,2002.0,AUSTRALIA,Queensland,Depth of 40 m on the wreck of the St. Paul off Brisbane,Groin bitten,N
1806,2000,2002.0,AUSTRALIA,Queensland,Miami Lake,FATAL,Y
1807,2000,2002.0,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",FATAL,Y
1809,2000,2002.0,USA,California,"Salmon Creek, Sonoma County",Both legs severely lacerated,N
1810,2000,2002.0,USA,Hawaii,Ka'anapali,Right shoulder forarm & wrist bitten,N
1812,2000,2002.0,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",1.5-inch laceration,N
1813,2000,2002.0,USA,Florida,"New Smyrna Beach, Volusia County",Puncture wounds on right foot,N
1814,2000,2002.0,FRENCH POLYNESIA,Society Islands,Tetiaroa,Shin bruised,N
1815,2000,2002.0,USA,Hawaii,"Kama'ole Beach Park I, Kihei, Maui",Left foot bitten ,N
1816,2000,2002.0,BRAZIL,Pernambuco,"Piedade Beach, Jaboatão dos Guararapes City, Recife","FATAL, body not recovered",Y
1817,2000,2002.0,USA,Florida,"Opposite main gate at Patrick Air Force Base, Cape Canaveral, Brevard County",Left foot bitten,N
1818,2000,2002.0,USA,Florida,"New Smyrna Beach, Volusia County",Abrasions on right hand & deep laceration on middle finger,N
1819,2000,2002.0,USA,Florida,"New Smyrna Beach, Volusia County",Heel & back of right knee lacerated,N
1820,2000,2002.0,USA,Florida,"New Smyrna Beach, Volusia County",Left hand lacerated and abraded,N
1821,2000,2002.0,USA,Florida,"Ormond Beach, Volusia County",Right hand severely lacerated,N
1822,2000,2002.0,USA,Florida,"Sebastian Inlet, Brevard County",Left hand bitten,N
1823,2000,2002.0,USA,Hawaii,"Kahala, O'ahu","No injury, surfboard bitten ",N
1824,2000,2002.0,USA,Florida,"Key Largo, Monroe County",Left thumb lacerated PROVOKED INCIDENT,N
1825,2000,2002.0,TONGA,Vava'u,Swimming with humpback whales,Thigh lacerated  PROVOKED INCIDENT,N
1826,2000,2002.0,USA,Oregon,Cape Kiwanda, Ankle lacerated,N
1827,2000,2002.0,USA,California,"Moonstone Beach, Humboldt County",No injury,N
1828,2000,2002.0,BRAZIL,Pernambuco,"Piedade Beach, Jaboatão dos Guararapes City","Left thigh bitten, leg surgically amputated",N
1829,2000,2002.0,USA,Hawaii,"Hideaways Beach, Princeville, Kaua'i","No injury, shark fin seen just before board ripped away & dragged out to sea",N
1830,2000,2002.0,SOUTH AFRICA,Western Cape Province,"Glencairn, False Bay",No injury,N
1831,2000,2002.0,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Bitten above & below right knee,N
1832,2000,2002.0,USA,Florida,"Daytona Beach Shores, Volusia County",2 small puncture wounds on left foot PROVOKED INCIDENT,N
1833,2000,2002.0,USA,Hawaii,"Kewalo Basin Channel, O'ahu",Left foot lacerated ,N
1834,2000,2002.0,USA,Alabama,"Gulf of Mexico, 65 miles offshore from Mobile",Both arms & leg bitten,N
1835,2000,2002.0,USA,Florida,"New Smyrna Beach, Volusia County",Big toe bitten,N
1836,2000,2002.0,USA,Florida,"Vero Beach, Indian River County",Lacerations on heel & dorsum of right foot,N
1837,2000,2002.0,USA,Florida,"Ponce De Leon Inlet, Volusia County",Ankle & leg lacerated,N
1839,2000,2002.0,USA,North Carolina,"Topsail Beach, Pender County",Leg lacerated,N
1840,2000,2002.0,USA,South Carolina,"Myrtle Beach, Horry County",Heel bitten,N
1841,2000,2002.0,USA,North Carolina,"Emerald Isle, Carteret County",Calf bitten,N
1842,2000,2002.0,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",2 small lacerations on left lower leg when he jumped off board and landed on the shark PROVOKED INCIDENT,N
1843,2000,2002.0,USA,Maryland,"100 miles off Ocean City, Maryland, in 7000' of water",Drowned when caught in line and pulled overboard by hooked shark PROVOKED INCIDENT,Y
1844,2000,2002.0,BRAZIL,Pernambuco,"Piedade Beach, Recife",Right hand severed,N
1845,2000,2002.0,USA,North Carolina,"Wrightsville Beach, New Hanover County","Calf, foot & hand bitten",N
1846,2000,2002.0,AUSTRALIA,Queensland,Sunshine Beach,minor injury to foot,N
1847,2000,2002.0,USA,Florida,"New Smyrna Beach, Volusia County",Small lacerations on right lower leg,N
1849,2000,2002.0,PAPUA NEW GUINEA,Louisiade Archipelago,"Brooker Island , Calvados Chain","Arm severely lacerated, surgically amputated",N
1850,2000,2002.0,PAPUA NEW GUINEA,Louisiade Archipelago,"Gawa Reefs, Sudest Island",FATAL,Y
1851,2000,2002.0,USA,Hawaii,"Anini Beach, Kaua'i","No injury, shark bit side of surfboard",N
1852,2000,2002.0,USA,Florida,"St Augustine Beach, St Johns County",Right hand lacerated,N
1853,2000,2002.0,USA,Florida,"South of Ponce Inlet, New Smyrna Beach, Volusia County",6-inch gash on right foot,N
1854,2000,2002.0,USA,Florida,"Jensen Beach, Martin County ",Right calf lacerated,N
1855,2000,2002.0,SOUTH AFRICA,KwaZulu-Natal between Port Edward and Port St Johns,Off Mkhambati ,Upper arm bitten,N
1856,2000,2002.0,USA,California,"Stinson Beach, Marin County",Lacerated leg & back,N
1857,2000,2002.0,USA,Florida,"St. George Island (near Apachicola), Franklin County",Lacerated foot,N
1858,2000,2002.0,USA,Florida,"a pier at the end of Caxambas Drive, Marco Island ",Leg bitten by hooked shark PROVOKED INCIDENT,N
1859,2000,2002.0,USA,Florida,"Atlantic Avenue, Palm Beach County","2-inch wound on dorsum of right foot, 1-inch wound on sole",N
1860,2000,2002.0,COSTA RICA,Guanacaste,Playa Grande,Toothmarks in board & his swim trunks,N
1861,2000,2002.0,PAPUA NEW GUINEA,Milne Bay Province,Tewatewa Island,Wrist lacerated,N
1862,2000,2002.0,USA,Florida,"Ten Thousand Islands National Wildlife Refuge, Collier County",Laceration to arm.,N
1863,2000,2002.0,BRAZIL,Pernambuco,"Pina, Recife",Leg injured,N
1864,2000,2002.0,AUSTRALIA,Northern Territory,Darwin,Netted shark injured his am & 6 fingers PROVOKED INCIDENT,N
1865,2000,2002.0,AUSTRALIA,South Australia,"Smoky Bay, near Ceduna, on the Eyre Peninsula","FATAL, torso & leg bitten  ",Y
1867,2000,2002.0,USA,Florida,"St. Augustine Beach, St. Johns County",Left foot bitten,N
1868,2000,2002.0,USA,Florida,"New Smyrna Beach, Volusia County",Left foot bitten,N
1869,2000,2002.0,AUSTRALIA,New South Wales,"Bar Beach, Newcastle",Foot bitten,N
1870,2000,2002.0,BAHAMAS,Abaco Islands,Walkers Cay,Calf bitten,N
1871,2000,2002.0,USA,Florida,"New Smyrna Beach, Volusia County",Two half-inch lacerations on right heel and one near small toe,N
1872,2000,2002.0,USA,Florida,"Lauderdale-By-The-Sea, Broward County",Upper left arm bitten,N
1873,2000,2002.0,USA,Hawaii,"Brenecke Beach, Po'ipu, Kaua'i",Left leg severed below knee,N
1874,2000,2002.0,USA,Florida,"Cocoa Beach, Brevard County",Foot bitten,N
